iu_ac;date_debut;date_fin;libelle;iu_nd_aval;libelle_nd_aval;iu_nd_amont;libelle_nd_amont;geo_point_2d;geo_shape
6502;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Bd_des_Invalides;3369;Bd_des_Invalides-Eble;3364;St_Francois_Xavier;48.85094015269911, 2.314168341089605;"{""coordinates"": [[2.314019348986671, 48.851173006199], [2.3143173331925393, 48.85070729919923]], ""type"": ""LineString""}"
6042;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Bd_Batignolles;3130;Batignolles-Boursault;3129;Bd_Batignolles-Truchet;48.882227727089955, 2.3203224695902582;"{""coordinates"": [[2.3203680669139395, 48.88223673646301], [2.3202768722665765, 48.88221871771691]], ""type"": ""LineString""}"
1764;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Corentin_Cariou;940;Corentin_Cariou-Cambrai;939;Macdonald-Cariou;48.89671974500138, 2.384409715925293;"{""coordinates"": [[2.3853125494655703, 48.897545959978004], [2.3835068823850163, 48.89589353002474]], ""type"": ""LineString""}"
4477;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Quai_de_Grenelle;2384;Quai_de_Grenelle-TheItre;2385;Pl_Fernand_Forest;48.84932841948218, 2.281671281311417;"{""coordinates"": [[2.2816181061191987, 48.84929089803195], [2.281724456503635, 48.8493659409324]], ""type"": ""LineString""}"
4746;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Avron;766;Pyrenees-Avron;2529;Avron-Buzenval;48.852060594712945, 2.40272573108002;"{""coordinates"": [[2.401379029325801, 48.85181962747975], [2.4040724328342393, 48.85230156194614]], ""type"": ""LineString""}"
1140;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Rond_Pt_Pte_Plaine;630;Pte_Plaine-Louis_Vicat;627;Pte_Plaine-Av_Pte_Plaine;48.8276565694363, 2.2920893083928737;"{""coordinates"": [[2.292229561455586, 48.82785149042969], [2.291949055330162, 48.82746164844292]], ""type"": ""LineString""}"
4692;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Henry_de_la_Vaulx;2479;St_Exupery-Henry_de_la_Vaulx;2726;Henry_de_la_vaulx-SE_Lafont;48.834748165703935, 2.260769848724445;"{""coordinates"": [[2.2596261916826066, 48.83486646144799], [2.2615655605689824, 48.83466655692396], [2.261913003923067, 48.834625342446465]], ""type"": ""LineString""}"
994;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Pte_de_Charenton;565;Bd_Poniatowski-Pte_Charenton;566;Pte_Charenton-Av_Pte_Charenton;48.83026515329013, 2.4001658003756225;"{""coordinates"": [[2.40098907401486, 48.829743102527694], [2.399342526736385, 48.83078720405256]], ""type"": ""LineString""}"
915;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Av_de_St_Mande;513;Bd_Soult-Av_St_Mande;525;Pte_St_Mande;48.84408194124233, 2.413276629485254;"{""coordinates"": [[2.41350934718258, 48.84406378690164], [2.4130439117879274, 48.84410009558304]], ""type"": ""LineString""}"
1831;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;N_2;942;Pte_Villette-Acces_PI;971;Pte_Villette-Sortie_PE_RN2;48.9010119549757, 2.3876883371280853;"{""coordinates"": [[2.3883062479969523, 48.90095242686479], [2.3877642661199316, 48.90107327696679], [2.3870677897306685, 48.900949224907336]], ""type"": ""LineString""}"
4459;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Tilsitt;2364;Hoche-Tilsitt;2362;Friedland-Tilsitt;48.874555982876736, 2.2969376434927504;"{""coordinates"": [[2.2970023467812024, 48.87449214988336], [2.296872940204298, 48.874619815870105]], ""type"": ""LineString""}"
1911;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Bd_des_Batignolles;2057;Pl_Clichy-Bd_Batignolles;2058;Bd_Batignolles-Lecluse;48.883168591863374, 2.3265255109029486;"{""coordinates"": [[2.3258904181431643, 48.88304541271046], [2.3271606036627324, 48.88329177101629]], ""type"": ""LineString""}"
906;2005-01-01T01:00:00+00:00;2019-06-01T02:00:00+00:00;Av_Daumesnil;520;Av_Daumesnil-Av_Gal_Mich_Bizot;508;Pte_Doree;48.83633545664063, 2.4046014658795984;"{""coordinates"": [[2.405718870900016, 48.83594037507699], [2.403484060859181, 48.83673053820428]], ""type"": ""LineString""}"
1752;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Macdonald;3483;Souterrain-Bd_Macdonald;932;Macdonald_Prefecture;48.89840367143222, 2.3853059707749242;"{""coordinates"": [[2.3836203729653356, 48.898754448778845], [2.3869915685845124, 48.898052894085595]], ""type"": ""LineString""}"
777;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Pr_Hyacinthe_Vincent (Bus);449;Av_Paul_Appell-Faguet;446;A6A_W-Hyacinthe_Vincent;48.82068769782024, 2.3299485442940724;"{""coordinates"": [[2.3295449259746164, 48.819338323483336], [2.3303521626135284, 48.822037072157144]], ""type"": ""LineString""}"
921;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Pte_d'Ivry;529;Pte_Ivry-PI;530;Pte_Ivry-PE;48.81960516064991, 2.3732322554121534;"{""coordinates"": [[2.373549858466391, 48.819449892790956], [2.3729146523579154, 48.81976042850884]], ""type"": ""LineString""}"
4234;1996-10-10T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Berthier;2276;Pl_Paul_Leautaud;2254;Bd_Berthier-Roll;48.88770002939037, 2.298712467436026;"{""coordinates"": [[2.299629710279099, 48.88810028889366], [2.2977952245929534, 48.88729976988708]], ""type"": ""LineString""}"
5255;1996-10-28T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Gouvion_St_Cyr;2776;Pte_Ternes;2774;Gouvion_St_Cyr-Face_Congres;48.880700594956494, 2.285350160050509;"{""coordinates"": [[2.285316645828887, 48.880637324313966], [2.2853836742721305, 48.88076386559902]], ""type"": ""LineString""}"
863;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Massena;496;Bd_Massena_Porte_de_France;498;Bd_Massena-Bruneseau;48.825436596683275, 2.3806411016176017;"{""coordinates"": [[2.381791990867568, 48.82580986150784], [2.379490212367635, 48.8250633318587]], ""type"": ""LineString""}"
1063;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Brune;592;Bd_Brune-Bournazel;591;Bd_Brune-Didot;48.8258259111864, 2.313310704940731;"{""coordinates"": [[2.312588677880397, 48.82598218755847], [2.314032732001065, 48.82566963481434]], ""type"": ""LineString""}"
1568;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Magenta;832;Magenta-Guy_Patin-Ambroise_Pare;831;Bd_Magenta-Dunkerque-Maubeuge;48.881296217551764, 2.351628065657118;"{""coordinates"": [[2.3523332176762684, 48.880534071608125], [2.3509229136379677, 48.88205836349541]], ""type"": ""LineString""}"
1821;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rampe_sortie_Pont_de_Bercy_W;894;Bd_Bercy-Quai_Rapee;968;Bercy_POPB_W;48.83787954816661, 2.377177522394353;"{""coordinates"": [[2.377982430139023, 48.8370420963535], [2.376372614649684, 48.83871699997973]], ""type"": ""LineString""}"
1828;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rampe_sortie_Pont_CDG_Y;287;Rapee-De_Gaulle-Van_Gogh;271;Voie_Mazas-Traversiere;48.84363918801572, 2.369662020713368;"{""coordinates"": [[2.3690884449788796, 48.844043658280626], [2.369551960317913, 48.84374745144001], [2.3702113489290553, 48.84320146949077]], ""type"": ""LineString""}"
5097;1996-10-21T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Vincent_Auriol;2690;Bd_Vincent_Auriol-Av_de_France;900;Quai_d'Austerlitz-Pt_Bercy_G;48.83699339863526, 2.372504019471687;"{""coordinates"": [[2.373734857480038, 48.837605149509734], [2.373577314427234, 48.837542088543536], [2.3713405753679133, 48.83639977089683], [2.3712796563176237, 48.83636752322216]], ""type"": ""LineString""}"
5089;1996-10-21T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Vincent_Auriol;2687;Bd_Vincent_Auriol-Dunois;2688;Bd_Vincent_Auriol-Chevaleret;48.83436889515283, 2.3658645570697105;"{""coordinates"": [[2.3670216158384862, 48.83475612772718], [2.3647074983009353, 48.83398166257847]], ""type"": ""LineString""}"
1436;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Davout;761;Bd_Davout-Jean_Veber;762;Bd_Davout-Vitruve-Serpollet;48.86152295682027, 2.4093373647654874;"{""coordinates"": [[2.4095358802016724, 48.860627229610564], [2.4091388493293024, 48.862418684029976]], ""type"": ""LineString""}"
1575;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rue_Fbg_St_Martin;3621;Rue_Fbg_St_Martin_Face_117;3071;Rue_Fbg_St_Martin-Recollets;48.87452515167996, 2.3587150851701626;"{""coordinates"": [[2.3591077612352644, 48.875197031316176], [2.3583224091050603, 48.873853272043746]], ""type"": ""LineString""}"
5024;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rue_Fbg_St_Martin;3071;Rue_Fbg_St_Martin-Recollets;819;Bd_Magenta-Rue_Fbg_St_Martin;48.874450486916885, 2.358808770486733;"{""coordinates"": [[2.3583846709906413, 48.87377167622126], [2.3592328699828244, 48.87512929761251]], ""type"": ""LineString""}"
5096;1996-10-21T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Vincent_Auriol;900;Quai_d'Austerlitz-Pt_Bercy_G;2690;Bd_Vincent_Auriol-Av_de_France;48.836803999620116, 2.3727312158959712;"{""coordinates"": [[2.3715437456344644, 48.836203526682404], [2.3737753161447848, 48.83733118102827], [2.373913007677397, 48.83741470631345]], ""type"": ""LineString""}"
5529;1996-12-10T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_St_Jacques;389;Pl_St_Jacques;2901;Bd_Blanqui-Bd_St_Jacques-Sante;48.83269897544416, 2.3386320841832835;"{""coordinates"": [[2.3410998064834567, 48.83204427992882], [2.3361643618831103, 48.833353670959504]], ""type"": ""LineString""}"
1728;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Pte_Aubervilliers;914;Pte_Aubervilliers-Hermite-Mail;913;Pte_Aubervilliers-Sortie_PI;48.90001293990805, 2.370256970330241;"{""coordinates"": [[2.3702458060107467, 48.90031565777078], [2.370268134649735, 48.89971022204532]], ""type"": ""LineString""}"
1765;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Macdonald;933;Mcdonald-Cariou-Pte_Villette;932;Macdonald_Prefecture;48.898440125288424, 2.384802963482221;"{""coordinates"": [[2.3836203729653356, 48.898754448778845], [2.3842649113578416, 48.89852668553265], [2.386005208444327, 48.89819881814968]], ""type"": ""LineString""}"
4573;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_New_York;2425;Av_de_New_York-Albert_de_Mun;2426;Pl_de_Varsovie;48.8613369498266, 2.2924547798943546;"{""coordinates"": [[2.2913209616974597, 48.86037301976783], [2.29358859809125, 48.86230087988535]], ""type"": ""LineString""}"
4581;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_New_York;2447;Av_de_New_York-Debrousse;2443;Av_de_New_York-Manutention;48.863618641997995, 2.2979655268520625;"{""coordinates"": [[2.296354779621379, 48.86326287116155], [2.2991810196153133, 48.86388696608682], [2.2995760223187425, 48.86397554418719]], ""type"": ""LineString""}"
5806;1997-03-13T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Raspail;3020;Bd_Montparnasse-Bd_Raspail;3030;Bd_Raspail-Vavin;48.84248114918155, 2.3293341668384424;"{""coordinates"": [[2.329171494027556, 48.843020339959416], [2.3294480044523356, 48.84209562551999], [2.329512394952432, 48.8419476451552]], ""type"": ""LineString""}"
5849;1997-03-26T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Raspail;3035;Rennes-Bd_Raspail;2926;Vaugirard-Bd_Raspail;48.8477309413181, 2.328040364045622;"{""coordinates"": [[2.3281382084062314, 48.84742375663091], [2.327942519685013, 48.848038126005285]], ""type"": ""LineString""}"
1933;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;La_Fayette;2116;La_Fayette-Chateaudun-Cadet;2117;La_Fayette-Rue_Fbg_Montmartre;48.87538702295673, 2.3420609027873533;"{""coordinates"": [[2.3409506907945885, 48.87509745447487], [2.343171114780118, 48.8756765914386]], ""type"": ""LineString""}"
5777;1997-03-13T01:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Montparnasse;3022;Bd_Montparnasse-Montparnasse;3021;Bd_Montparnasse-Stanislas;48.842986353589055, 2.3268286421333864;"{""coordinates"": [[2.327297537415857, 48.84283039369201], [2.3263597468509154, 48.8431423134861]], ""type"": ""LineString""}"
4866;1996-10-17T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Reuilly;2592;Bd_de_Reuilly-Durance;2585;Bd_Reuilly-Charenton;48.83908062088473, 2.390730098299718;"{""coordinates"": [[2.389277797136375, 48.83896747680455], [2.3921823994630618, 48.839193764964904]], ""type"": ""LineString""}"
4920;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_la_Chapelle;2605;Villette_Aqueduc;2606;Bd_Chapelle-Quai_de_la_Seine;48.88426018326048, 2.3681030291651366;"{""coordinates"": [[2.368587114566511, 48.88414270671517], [2.3683707482805403, 48.88424355816477], [2.3676027316028683, 48.8843182940758]], ""type"": ""LineString""}"
6054;1997-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Amsterdam;3137;Pl_Budapest-Amsterdam-Londres;3136;Amsterdam-Moscou;48.87872695571797, 2.3269607149173384;"{""coordinates"": [[2.3269623691516728, 48.879616061663135], [2.3269590606830035, 48.87783784977281]], ""type"": ""LineString""}"
4903;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Diderot;2582;Av_Daumesnil-Bd_Diderot;2602;Bd_Diderot-Charenton;48.84644374039034, 2.378286981018841;"{""coordinates"": [[2.3792865202536104, 48.846550588951274], [2.3772874417840715, 48.84633689182941]], ""type"": ""LineString""}"
5732;1997-03-07T01:00:00+00:00;2023-01-01T01:00:00+00:00;Alesia;403;Alesia-Plantes;3000;Alesia-Didot;48.829899288699735, 2.320909159426229;"{""coordinates"": [[2.31922303561205, 48.83052153956272], [2.3225952832404086, 48.829277037836746]], ""type"": ""LineString""}"
5733;1997-03-07T01:00:00+00:00;2023-01-01T01:00:00+00:00;Alesia;3000;Alesia-Didot;403;Alesia-Plantes;48.829946294126806, 2.320949461932079;"{""coordinates"": [[2.322631074277362, 48.82932169671146], [2.3192678495867955, 48.83057089154215]], ""type"": ""LineString""}"
5822;1997-03-14T01:00:00+00:00;2023-01-01T01:00:00+00:00;Rennes;3035;Rennes-Bd_Raspail;3036;Rennes-Assas;48.84856918384055, 2.328286003128769;"{""coordinates"": [[2.3286560704961867, 48.848986325134064], [2.3279159357613515, 48.84815204254704]], ""type"": ""LineString""}"
361;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Rennes;115;Rennes-Vieux_Colombier;209;Rennes-Coetlogon;48.85082327776743, 2.330506084739226;"{""coordinates"": [[2.3298178794376603, 48.850072806936346], [2.3311942900407923, 48.85157374859851]], ""type"": ""LineString""}"
1355;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Voltaire;720;Bd_Voltaire-St_Sebastien;699;Bd_Voltaire-Oberkampf;48.86322346787868, 2.3708672705625276;"{""coordinates"": [[2.370065167277991, 48.86373136931034], [2.3716693738470638, 48.86271556644702]], ""type"": ""LineString""}"
1330;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Parmentier;702;Republique-Parmentier-Oberkampf;711;Parmentier-3_bornes-JP_Timbaud;48.866091407192414, 2.373838602194824;"{""coordinates"": [[2.3732617556319275, 48.86685958808231], [2.3744154487577207, 48.865323226302515]], ""type"": ""LineString""}"
1327;1996-10-03T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Parmentier;679;Parmentier-Fontaine_au_Roi;711;Parmentier-3_bornes-JP_Timbaud;48.867508468179906, 2.372941113184848;"{""coordinates"": [[2.373392859796816, 48.86690332598418], [2.372489366572881, 48.86811361037564]], ""type"": ""LineString""}"
4990;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Claude_Vellefaux;2640;Av_Claude_Vellefaux-St_Maur;2644;Av_Parmentier-Av_Cl.Vellefaux;48.87287880852225, 2.3699931626495703;"{""coordinates"": [[2.3696097588809177, 48.87204076533138], [2.369659472943558, 48.87215397486836], [2.3703784148378557, 48.87371602056538]], ""type"": ""LineString""}"
4983;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Claude_Vellefaux;2639;Vellefaux-Sambre_et_Meuse;2640;Av_Claude_Vellefaux-St_Maur;48.87445531977574, 2.3703708889058173;"{""coordinates"": [[2.3703784148378557, 48.87371602056538], [2.370363362973779, 48.8751946189861]], ""type"": ""LineString""}"
6306;2000-10-26T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Ledru_Rollin;2487;Av_Ledru_Rollin-Basfroi;3274;Ledru_Rollin-Roquette;48.85663501599193, 2.3791286863701178;"{""coordinates"": [[2.3796137953010854, 48.85745894861312], [2.3786435774391506, 48.85581108337074]], ""type"": ""LineString""}"
4435;1996-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Foch;2361;Pl_Charles_de_Gaulle;2370;Foch-Presbourg;48.87361573325802, 2.2933760386341087;"{""coordinates"": [[2.2927638477146615, 48.87353661503521], [2.293988229553556, 48.87369485148083]], ""type"": ""LineString""}"
5869;1997-04-21T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Louis_Bleriot;2397;Pl_Clement_Ader;3047;Bleriot-Degas;48.850532730219804, 2.2777172243181045;"{""coordinates"": [[2.2771474663459204, 48.8498704485278], [2.2782869822902883, 48.851195011911805]], ""type"": ""LineString""}"
4723;1996-10-16T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_de_Versailles;2517;Versailles-Sardou;2519;Av_Versailles-Lancret;48.84208424261769, 2.267801220950777;"{""coordinates"": [[2.2666146107628315, 48.841479077668616], [2.2689878311387233, 48.84268940756676]], ""type"": ""LineString""}"
6796;2013-07-17T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Branly;2368;Quai_Branly-Passerelle_Debilly;3524;Quai_Branly-sortie_VBRG;48.86194994593471, 2.2983183574309907;"{""coordinates"": [[2.2989101006064145, 48.86209898011165], [2.2977266142555663, 48.86180091175777]], ""type"": ""LineString""}"
4440;1996-10-15T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Branly;2373;Quai_Branly-Av_de_Suffren;2374;Quai_Branly-Pt-d'Iena;48.85830508348214, 2.292089109314043;"{""coordinates"": [[2.293146090970082, 48.85901626478353], [2.2910321276580046, 48.85759390218076]], ""type"": ""LineString""}"
5053;1996-10-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Quai_Branly;2369;Quai_Branly-Av_Bourdonnais;2374;Quai_Branly-Pt-d'Iena;48.85974727399931, 2.294517030404645;"{""coordinates"": [[2.293514206399788, 48.85904172291346], [2.295519854409502, 48.86045282508516]], ""type"": ""LineString""}"
6405;2001-07-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Charonne;3317;Av_Ph_Auguste-Bd_Charonne;3318;Bd_de_Charonne-Charonne;48.85768150585317, 2.3921427054865774;"{""coordinates"": [[2.394501483273744, 48.856587006593585], [2.392202932342507, 48.85778733179517], [2.3898811076718744, 48.85849851000846], [2.389684880718276, 48.85850776193422]], ""type"": ""LineString""}"
4748;1996-10-17T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Charonne;289;Vincennes-Picpus-Charonne;2534;Bd_Charonne-Av_de_Taillebourg;48.84924540886525, 2.3988858301841938;"{""coordinates"": [[2.39855307998676, 48.8503266340737], [2.3989827287265886, 48.84897041993995], [2.3991430183881906, 48.84874298717363], [2.3990316124252966, 48.8481654743516]], ""type"": ""LineString""}"
6396;2001-07-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Av_Ph_Auguste;3315;Av_Ph_Auguste-A_Dumas;3316;Av_Ph_Auguste-Charonne;48.85460327253972, 2.391885841867521;"{""coordinates"": [[2.391222054998356, 48.855699160112536], [2.392549628736685, 48.85350738496691]], ""type"": ""LineString""}"
6411;2001-07-18T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Belleville;3321;Bd_de_Belleville-Fontaine_Roi;3320;Bd_de_Belleville-JP_Timbaud;48.869576657896125, 2.3799807068517937;"{""coordinates"": [[2.3806678096882563, 48.86903125666727], [2.3792936040153316, 48.87012205912499]], ""type"": ""LineString""}"
6042;1997-10-14T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_Batignolles;3130;Batignolles-Boursault;3129;Bd_Batignolles-Truchet;48.88260575609588, 2.3221878709067263;"{""coordinates"": [[2.324007674899513, 48.88297477572875], [2.3203680669139395, 48.88223673646301]], ""type"": ""LineString""}"
5934;1997-09-23T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Clichy;3083;Clichy-Fromentin;3082;Place_Blanche;48.88332096030094, 2.3336996126719223;"{""coordinates"": [[2.3325264071199956, 48.883666024686526], [2.334872818223849, 48.88297589591536]], ""type"": ""LineString""}"
5938;1997-09-23T02:00:00+00:00;2023-01-01T01:00:00+00:00;Bd_de_Clichy;3085;Bd_Clichy-Bd_Rochechouart;3084;Pl_Pigalle;48.88207002497279, 2.3384673994582963;"{""coordinates"": [[2.3372885752871166, 48.88226531239776], [2.339646223629476, 48.88187473754782]], ""type"": ""LineString""}"
